platform, dataset_size, operation_type, job_id                                    , duration_seconds, mb_processed            , total_slots_ms, avg_slot_utilization , table_id                                , row_count, cost_usd, timestamp
BigQuery, medium      , LOAD          , bqjob_r1b4374ea63f2d187_0000019797093948_1,            1.418,    0.001651763916015625 ,          150  ,  0.10578279266572638 , payers                                  ,        10,         , 2025-06-22 09:47:33
BigQuery, medium      , LOAD          , bqjob_rc99e5df127d9859_0000019797094baf_1 ,            5.503,   37.296342849731445    ,         3335  ,  0.606033072869344   , procedures                              ,    210963,         , 2025-06-22 09:47:38
BigQuery, medium      , LOAD          , bqjob_r578c098b94c38e73_0000019797096dae_1,            1.504,    0.177764892578125    ,          125  ,  0.08311170212765957 , providers                               ,       974,         , 2025-06-22 09:47:47
BigQuery, medium      , LOAD          , bqjob_r57ad9d0ac233c2b_000001979709821b_1 ,            2.016,    5.147895812988281    ,          424  ,  0.21031746031746032 , supplies                                ,     37556,         , 2025-06-22 09:47:52
BigQuery, medium      , QUERY_COST    , SUMMARY                                   ,            0.0  ,  132.37535095214844     ,            0.0,  0.0                 , QUERY_TOTAL                             ,          , 0.000833, 2025-06-22 10:28:29
BigQuery, medium      , QUERY         , bqjob_r76d5d54daded53d_00000197972ddb4c_1 ,            1.26 ,    8.704757690429688    ,            0  ,  0                   , anonbcf07165_b248_4ddc_b633_cf891f1610ab,         0,         , 2025-06-22 10:27:35
BigQuery, medium      , QUERY         , bqjob_r5a8cdd1404c2cc7c_00000197972e0062_1,            6.145,   14.14794635772705     ,            0  ,  0                   , anona49ac7c2_07c7_453e_8d9e_c8627cbb2e0b,         0,         , 2025-06-22 10:27:44
BigQuery, medium      , QUERY         , bqjob_r303ec429c1731703_00000197972e379d_1,            3.261,    4.594526290893555    ,            0  ,  0                   , anonaf24629b_1425_4a57_9904_666b8f5347d6,         0,         , 2025-06-22 10:27:58
BigQuery, medium      , QUERY         , bqjob_r2ebaeffb1ecf768d_00000197972e60c8_1,            9.586,  104.92812061309814     ,            0  ,  0                   , anonddf7abaf_0bf3_492b_944e_587af837861a,         0,         , 2025-06-22 10:28:08
BigQuery, medium      , TRANSFORM_COST, SUMMARY                                   ,            0.0  ,   49.86724376678467     ,            0.0,  0.0                 , TRANSFORM_TOTAL                         ,          , 0.000314, 2025-06-22 10:30:06
BigQuery, medium      , TRANSFORM     , bqjob_r5cd5f65e17ce7c07_00000197972f5e79_1,            1.458,    0.2222309112548828   ,            0  ,  0                   , patients_clean                          ,         0,         , 2025-06-22 10:29:13
BigQuery, medium      , TRANSFORM     , bqjob_r3042d3aaefa12e17_00000197972f9573_1,            1.887,   12.34867000579834     ,            0  ,  0                   , medications_normalized                  ,         0,         , 2025-06-22 10:29:27
